image_id,feature_cluster
00017207_014,2
00017212_000,0
00017213_002,3
00017214_003,0
00017227_002,5
00017230_000,0
00017236_051,2
00017236_063,2
00017236_084,2
00017236_095,3
00017237_001,5
00017240_000,5
00017243_000,6
00017249_002,0
00017258_019,6
00017263_000,0
00017264_001,0
00017266_003,0
00017267_001,0
00017304_000,0
00017324_006,5
00017325_000,3
00017331_000,0
00017333_002,5
00017356_002,3
00017369_001,3
00017401_005,0
00017405_010,5
00017405_014,2
00017405_028,2
00017410_000,0
00017417_000,3
00017420_000,7
00017423_004,5
00017424_004,2
00017443_009,0
00017454_003,2
00017466_000,0
00017467_006,5
00017484_000,7
00017492_001,0
00017504_000,0
00017504_012,3
00017504_014,6
00017504_043,6
00017504_058,6
00017504_062,0
00017515_004,0
00017515_005,0
00017526_000,0
00017541_020,0
00017541_025,3
00017545_001,3
00017546_013,2
00017555_002,5
00017556_013,3
00017557_002,5
00017573_000,0
00017575_002,3
00017584_001,3
00017594_002,0
00017603_009,3
00017606_032,3
00017608_004,2
00017610_000,0
00017612_001,5
00017613_000,5
00017618_002,5
00017618_019,0
00017622_001,3
00017632_000,0
00017634_000,0
00017635_004,0
00017635_009,0
00017638_000,0
00017641_008,0
00017641_015,2
00017642_000,5
00017643_003,3
00017645_007,6
00017645_012,0
00017647_001,5
00017651_005,3
00017658_000,0
00017662_001,0
00017664_001,3
00017669_001,0
00017674_001,0
00017685_005,3
00017691_008,3
00017691_010,5
00017691_021,0
00017704_001,0
00017709_002,5
00017709_012,0
00017710_005,3
00017710_006,3
00017714_008,5
00017714_019,3
00017714_026,3
00017714_027,6
00017714_037,3
00017716_000,5
00017718_001,6
00017719_002,5
00017721_001,5
00017722_000,0
00017724_002,2
00017726_002,3
00017731_004,3
00017731_005,5
00017736_006,0
00017747_002,0
00017747_006,0
00017747_019,5
00017747_031,3
00017753_031,5
00017761_001,0
00017764_003,3
00017771_000,5
00017786_008,0
00017798_000,2
00017804_000,0
00017818_001,3
00017826_000,0
00017827_000,6
00017830_002,5
00017835_004,5
00017835_008,5
00017835_010,0
00017835_015,3
00017835_025,3
00017835_030,3
00017846_004,5
00017852_013,0
00017852_034,0
00017862_000,5
00017874_000,0
00017906_010,0
00017907_000,0
00017915_000,3
00017920_008,3
00017920_010,2
00017920_018,3
00017920_020,3
00017925_000,0
00017934_000,3
00017938_000,7
00017940_001,0
00017946_000,4
00017947_018,0
00017950_001,5
00017963_003,3
00017972_011,3
00017972_028,6
00017972_040,3
00017980_008,0
00017981_004,5
00017981_024,3
00017981_031,2
00017985_008,0
00017994_004,5
00017997_002,4
00017999_001,3
00018000_002,0
00018000_004,5
00018006_028,3
00018011_016,3
00018017_000,4
00018019_004,3
00018019_007,3
00018019_013,3
00018023_000,3
00018025_000,5
00018027_007,0
00018035_000,0
00018037_015,0
00018037_018,0
00018043_006,0
00018044_023,3
00018046_000,0
00018046_003,0
00018052_003,0
00018055_015,3
00018055_019,3
00018055_023,3
00018055_032,4
00018055_047,4
00018080_008,0
00018091_016,2
00018091_020,2
00018100_003,0
00018101_001,3
00018101_002,3
00018111_000,0
00018117_000,5
00018117_001,2
00018120_001,0
00018124_000,0
00018126_007,2
00018126_026,2
00018142_002,6
00018153_000,5
00018157_000,5
00018164_004,3
00018166_003,3
00018175_006,3
00018175_026,3
00018176_000,0
00018186_011,0
00018187_052,2
00018187_060,3
00018191_005,7
00018203_003,3
00018204_002,3
00018224_009,3
00018226_000,0
00018233_055,3
00018237_008,2
00018237_035,3
00018245_005,0
00018246_000,0
00018249_008,5
00018251_006,1
00018251_014,1
00018251_015,7
00018252_000,3
00018253_063,2
00018253_079,2
00018254_018,0
00018258_001,7
00018259_004,0
00018261_000,0
00018263_003,6
00018266_000,5
00018284_012,0
00018287_000,5
00018288_000,5
00018300_000,4
00018304_009,3
00018304_010,5
00018312_009,0
00018318_002,0
00018319_003,6
00018329_004,5
00018331_005,2
00018334_004,0
00018335_006,7
00018344_000,0
00018356_005,3
00018359_005,3
00018362_010,0
00018366_027,5
00018387_006,2
00018387_016,3
00018390_007,3
00018394_001,5
00018394_005,0
00018403_001,5
00018419_001,5
00018421_006,5
00018427_008,3
00018427_009,2
00018436_000,5
00018444_002,5
00018448_005,3
00018448_017,5
00018451_000,0
00018451_006,5
00018462_001,3
00018464_013,0
00018472_003,0
00018472_005,5
00018496_008,0
00018500_009,0
00018507_001,5
00018507_012,0
00018509_002,5
00018521_011,0
00018525_002,5
00018525_005,3
00018527_010,5
00018541_001,3
00018546_000,0
00018555_003,6
00018573_001,5
00018575_000,5
00018584_002,3
00018592_000,5
00018596_000,5
00018602_002,5
00018607_001,5
00018608_016,2
00018609_000,5
00018614_005,7
00018626_003,5
00018627_002,3
00018627_009,5
00018627_011,5
00018629_000,0
00018642_003,2
00018642_005,0
00018644_006,6
00018645_000,0
00018650_000,3
00018656_003,0
00018663_005,3
00018669_004,3
00018679_002,0
00018687_001,0
00018689_003,5
00018703_002,5
00018724_008,3
00018724_013,3
00018724_014,3
00018724_019,3
00018731_001,5
00018734_000,7
00018735_005,5
00018735_010,7
00018739_014,0
00018739_019,5
00018748_000,3
00018765_003,3
00018794_000,5
00018801_000,0
00018805_001,6
00018808_001,4
00018811_001,3
00018821_007,2
00018821_012,0
00018829_017,2
00018829_018,2
00018837_000,5
00018840_001,3
00018840_030,3
00018840_032,3
00018847_000,5
00018855_001,0
00018860_023,0
00018865_013,5
00018865_036,3
00018865_037,0
00018867_016,3
00018867_024,3
00018872_001,3
00018899_000,5
00018909_001,3
00018921_016,2
00018921_024,3
00018921_041,2
00018921_042,2
00018936_003,3
00018944_012,3
00018949_002,1
00018979_008,0
00018983_002,5
00018986_000,5
00018989_004,3
00018989_006,3
00018997_001,5
00019006_004,2
00019018_001,2
00019021_001,0
00019021_002,3
00019035_000,0
00019038_000,5
00019038_001,3
00019044_001,0
00019044_002,0
00019045_003,0
00019062_002,3
00019070_005,5
00019087_001,0
00019087_044,5
00019089_002,7
00019089_010,2
00019089_011,6
00019092_013,5
00019098_000,6
00019107_001,3
00019110_000,3
00019113_000,5
00019124_018,5
00019124_056,5
00019124_070,2
00019124_096,5
00019124_098,5
00019130_001,5
00019133_000,0
00019137_002,0
00019138_002,0
00019150_008,3
00019151_002,3
00019154_000,0
00019176_005,2
00019176_035,3
00019176_062,6
00019176_079,2
00019176_089,3
00019184_002,7
00019190_000,5
00019216_003,0
00019218_001,3
00019222_002,5
00019223_000,5
00019235_000,6
00019238_011,5
00019238_019,5
00019240_004,2
00019242_020,0
00019258_000,5
00019259_003,3
00019265_003,3
00019271_013,3
00019271_024,3
00019271_058,2
00019289_000,3
00019293_000,6
00019303_000,0
00019308_013,2
00019312_000,3
00019322_000,5
00019324_000,5
00019336_000,5
00019360_001,0
00019363_017,2
00019363_040,2
00019365_007,4
00019368_000,2
00019369_005,3
00019373_025,5
00019373_061,5
00019381_000,0
00019382_001,5
00019388_001,0
00019395_011,2
00019395_018,5
00019400_000,5
00019406_005,0
00019408_000,0
00019415_002,5
00019419_001,5
00019428_000,0
00019434_007,3
00019436_001,2
00019437_007,5
00019448_006,7
00019463_000,0
00019464_004,4
00019466_001,2
00019468_000,0
00019484_005,5
00019486_000,5
00019486_001,5
00019498_000,0
00019503_000,3
00019507_000,0
00019513_000,0
00019535_000,3
00019538_002,2
00019544_000,0
00019549_000,0
00019549_004,3
00019550_001,0
00019557_001,0
00019562_001,5
00019565_000,5
00019576_024,3
00019576_030,2
00019576_043,2
00019576_065,2
00019593_007,3
00019594_002,3
00019594_003,3
00019594_016,0
00019594_027,3
00019611_002,3
00019617_001,5
00019618_000,3
00019619_000,7
00019641_000,0
00019643_025,2
00019658_004,5
00019661_000,0
00019663_002,2
00019663_004,5
00019672_001,0
00019680_001,3
00019700_003,0
00019706_016,0
00019710_000,0
00019710_001,0
00019711_000,5
00019726_002,0
00019726_007,0
00019730_015,0
00019730_016,0
00019735_001,3
00019741_002,0
00019750_018,3
00019750_022,3
00019750_025,0
00019753_000,2
00019753_005,2
00019754_002,0
00019756_005,4
00019762_000,0
00019765_008,4
00019765_010,3
00019766_001,0
00019766_003,5
00019766_004,5
00019766_009,5
00019767_015,5
00019769_003,0
00019772_001,3
00019783_000,5
00019785_000,3
00019785_003,3
00019785_022,3
00019786_001,0
00019786_003,3
00019790_000,5
00019796_000,0
00019805_002,0
00019812_005,3
00019824_000,0
00019825_001,3
00019829_000,5
00019831_004,0
00019835_000,5
00019840_000,0
00019846_000,0
00019860_000,5
00019863_005,0
00019863_009,5
00019865_009,3
00019865_013,0
00019870_001,3
00019871_004,3
00019873_001,3
00019880_008,3
00019892_012,3
00019894_040,3
00019895_003,1
00019899_025,0
00019912_000,0
00019918_000,3
00019919_000,0
00019927_008,7
00019938_003,0
00019949_000,5
00019956_001,5
00019959_003,0
00019959_007,0
00019961_004,0
00019965_000,0
00019967_017,6
00019967_033,6
00019981_002,3
00019988_007,3
00019992_001,0
00019999_002,0
00020008_001,1
00020018_006,3
00020020_007,0
00020043_002,0
00020047_002,0
00020052_003,3
00020059_007,0
00020060_008,5
00020065_008,3
00020076_000,0
00020076_001,5
00020078_001,3
00020080_002,3
00020080_003,3
00020085_008,3
00020090_000,3
00020094_005,3
00020106_005,0
00020113_014,4
00020113_018,3
00020117_000,2
00020130_000,0
00020130_009,0
00020146_004,5
00020149_000,3
00020151_000,2
00020158_011,3
00020158_020,3
00020159_001,3
00020163_000,0
00020165_000,0
00020170_004,3
00020177_001,0
00020186_000,4
00020190_002,0
00020190_003,0
00020195_018,5
00020195_024,3
00020197_001,0
00020199_000,5
00020204_019,0
00020209_005,0
00020213_009,2
00020213_034,3
00020213_045,3
00020213_093,3
00020213_110,3
00020224_001,0
00020226_000,5
00020228_000,0
00020240_000,5
00020243_004,5
00020248_006,3
00020249_006,3
00020259_000,5
00020261_002,7
00020286_004,4
00020287_000,5
00020289_000,3
00020290_006,0
00020290_009,3
00020294_009,3
00020294_010,2
00020298_000,0
00020299_000,0
00020312_000,3
00020318_004,0
00020318_013,0
00020318_027,0
00020326_003,3
00020326_005,0
00020326_009,3
00020326_021,3
00020326_058,3
00020326_088,3
00020326_097,5
00020338_001,3
00020339_004,0
00020349_007,0
00020349_011,0
00020361_000,0
00020363_001,5
00020373_004,0
00020380_002,3
00020383_003,0
00020385_001,5
00020393_001,0
00020398_001,0
00020398_002,3
00020398_006,2
00020405_003,0
00020405_008,0
00020405_009,0
00020405_017,3
00020408_014,3
00020408_037,3
00020408_045,3
00020408_055,2
00020408_066,3
00020415_001,0
00020429_001,0
00020430_000,0
00020433_000,3
00020437_003,5
00020438_014,3
00020438_017,3
00020444_000,0
00020450_006,3
00020450_009,3
00020450_014,3
00020455_000,0
00020458_011,3
00020458_022,3
00020471_006,5
00020476_003,7
00020482_006,5
00020482_012,3
00020482_025,2
00020482_050,3
00020482_061,2
00020499_000,6
00020503_007,0
00020505_004,3
00020513_009,3
00020513_028,2
00020513_033,2
00020520_003,0
00020523_000,0
00020524_008,0
00020529_000,0
00020534_001,5
00020558_000,0
00020565_000,5
00020601_002,3
00020607_001,0
00020607_002,3
00020623_000,0
00020624_011,0
00020629_007,0
00020630_009,0
00020631_004,3
00020635_000,0
00020648_004,0
00020649_001,0
00020654_002,0
00020656_000,0
00020666_003,3
00020671_000,0
00020671_001,3
00020673_041,3
00020673_048,2
00020679_000,0
00020680_000,0
00020680_005,0
00020683_000,6
00020691_000,5
00020703_000,3
00020703_009,3
00020705_000,5
00020725_001,3
00020725_019,0
00020725_025,2
00020729_002,0
00020736_000,0
00020745_001,0
00020773_008,0
00020781_005,0
00020789_000,3
00020791_001,0
00020797_000,5
00020809_011,5
00020811_011,3
00020819_011,5
00020826_000,5
00020827_006,0
00020832_004,0
00020834_000,0
00020837_000,3
00020838_000,3
00020848_000,0
00020857_002,3
00020859_000,0
00020895_000,0
00020900_002,3
00020904_006,3
00020904_010,3
00020918_000,0
00020935_004,0
00020945_017,3
00020945_023,2
00020945_031,5
00020951_000,0
00020960_004,3
00020966_000,0
00020967_012,3
00020967_014,3
00020972_002,5
00020978_008,3
00020979_007,5
00020983_002,0
00020991_000,7
00021006_018,3
00021018_000,7
00021023_002,3
00021023_011,3
00021024_001,0
00021035_001,3
00021035_015,3
00021035_020,2
00021035_026,2
00021036_008,0
00021047_006,3
00021057_001,5
00021065_002,4
00021086_009,0
00021112_005,0
00021113_000,0
00021114_004,3
00021115_002,0
00021117_000,0
00021123_000,0
00021124_002,0
00021127_013,2
00021127_018,0
00021132_000,3
00021151_000,0
00021154_005,3
00021163_000,6
00021170_003,3
00021172_000,5
00021173_003,0
00021179_005,3
00021179_006,2
00021185_007,0
00021188_007,5
00021188_012,0
00021197_002,2
00021200_001,0
00021201_014,3
00021201_021,2
00021201_027,3
00021201_035,3
00021201_053,2
00021201_113,3
00021214_000,0
00021224_000,5
00021229_000,5
00021231_006,5
00021239_010,3
00021245_000,5
00021251_002,3
00021253_003,5
00021255_004,0
00021260_002,3
00021261_000,0
00021274_011,0
00021275_007,5
00021277_008,0
00021277_010,3
00021277_012,3
00021277_014,3
00021277_025,6
00021277_033,3
00021289_000,3
00021290_004,6
00021291_000,0
00021303_002,3
00021307_003,3
00021307_008,5
00021307_011,5
00021307_024,0
00021321_020,7
00021332_000,0
00021347_000,0
00021358_000,0
00021359_002,0
00021362_005,5
00021374_035,0
00021377_018,3
00021381_008,0
00021381_009,3
00021381_037,5
00021420_002,0
00021420_004,3
00021431_004,3
00021441_001,3
00021457_008,3
00021457_033,3
00021461_000,2
00021481_012,3
00021484_001,3
00021484_002,3
00021489_014,0
00021494_007,7
00021494_018,3
00021495_005,3
00021495_007,0
00021499_007,3
00021499_013,0
00021506_002,6
00021514_000,5
00021528_002,0
00021533_000,5
00021552_010,4
00021565_002,2
00021565_020,3
00021578_000,5
00021578_001,0
00021580_000,3
00021582_001,3
00021582_010,5
00021584_009,6
00021586_000,0
00021586_003,7
00021595_000,0
00021609_002,3
00021610_000,3
00021610_002,0
00021610_016,0
00021610_034,3
00021613_000,0
00021614_000,5
00021616_004,3
00021616_009,3
00021618_019,0
00021620_000,3
00021626_007,3
00021637_001,0
00021647_000,0
00021648_006,3
00021651_005,0
00021670_020,0
00021670_027,4
00021672_000,6
00021674_000,3
00021674_001,4
00021676_000,0
00021687_002,0
00021695_007,5
00021711_015,5
00021715_000,0
00021736_000,5
00021748_000,5
00021759_000,0
00021768_000,6
00021770_011,4
00021770_015,6
00021782_018,2
00021782_027,3
00021796_010,0
00021796_011,0
00021818_015,3
00021818_026,5
00021821_003,3
00021832_000,0
00021835_001,3
00021835_027,6
00021838_002,0
00021840_009,0
00021840_022,5
00021843_002,3
00021847_000,0
00021857_002,0
00021860_002,0
00021881_000,5
00021888_000,0
00021889_005,0
00021893_000,0
00021911_005,0
00021917_000,3
00021930_001,3
00021942_006,3
00021954_000,3
00021954_004,3
00021969_001,3
00021972_000,3
00021980_000,0
00021988_005,5
00021992_000,3
00021994_002,5
00021996_009,4
00021997_000,3
00022006_000,5
00022024_002,0
00022097_000,4
00022098_010,4
00022106_011,5
00022118_000,5
00022132_000,3
00022137_000,5
00022141_024,3
00022144_007,0
00022152_000,0
00022159_000,4
00022166_001,0
00022173_000,0
00022187_004,3
00022190_000,0
00022192_012,5
00022192_021,5
00022192_032,5
00022208_000,4
00022208_005,5
00022208_010,6
00022234_000,0
00022237_024,3
00022245_003,5
00022245_016,5
00022251_000,0
00022257_000,0
00022276_000,5
00022281_000,5
00022283_029,3
00022290_000,0
00022290_006,5
00022290_018,3
00022301_003,5
00022309_000,5
00022310_006,3
00022310_008,5
00022312_001,0
00022316_000,0
00022319_000,5
00022320_000,5
00022324_000,0
00022333_000,0
00022335_011,0
00022335_018,5
00022335_021,5
00022340_000,5
00022345_003,0
00022357_001,3
00022362_000,5
00022374_005,0
00022384_000,0
00022402_002,2
00022416_002,0
00022416_039,3
00022416_068,3
00022427_001,3
00022431_002,0
00022442_002,2
00022444_002,0
00022449_001,0
00022457_003,4
00022458_013,3
00022458_015,5
00022461_000,3
00022481_002,0
00022481_008,3
00022499_002,3
00022499_003,3
00022523_000,0
00022526_006,2
00022528_004,3
00022537_001,0
00022539_000,3
00022540_000,7
00022569_000,0
00022572_037,3
00022572_045,2
00022572_049,2
00022572_053,0
00022572_057,3
00022574_000,5
00022578_001,5
00022590_000,0
00022594_000,0
00022596_006,2
00022596_008,0
00022599_000,3
00022600_001,0
00022604_014,3
00022611_005,2
00022633_000,5
00022640_000,0
00022668_000,5
00022669_000,0
00022670_001,3
00022672_009,7
00022684_006,0
00022693_000,0
00022707_004,5
00022708_006,0
00022717_002,3
00022720_003,0
00022726_009,5
00022726_019,0
00022727_000,5
00022729_001,3
00022734_001,3
00022741_000,0
00022750_000,5
00022753_000,6
00022762_000,5
00022763_000,5
00022764_005,0
00022766_000,5
00022775_004,5
00022776_013,3
00022780_000,3
00022785_004,5
00022813_000,2
00022815_025,1
00022815_077,1
00022815_080,6
00022816_000,5
00022816_006,3
00022820_000,0
00022825_001,3
00022826_002,5
00022829_000,0
00022829_002,0
00022830_001,6
00022832_002,3
00022837_009,0
00022841_001,5
00022843_000,0
00022846_000,3
00022854_000,0
00022857_002,3
00022869_005,5
00022870_004,3
00022870_007,3
00022877_014,3
00022877_024,3
00022880_002,0
00022881_001,6
00022881_006,5
00022881_008,5
00022883_002,0
00022883_006,3
00022884_000,0
00022893_000,5
00022914_003,0
00022919_002,0
00022931_000,5
00022943_003,3
00022947_001,4
00022962_000,5
00022963_000,5
00022977_016,2
00022977_017,0
00022993_015,3
00023008_000,5
00023009_003,3
00023009_006,3
00023033_002,3
00023033_010,3
00023047_000,0
00023057_000,5
00023065_002,4
00023065_031,4
00023069_002,3
00023073_001,3
00023074_001,5
00023075_036,0
00023078_007,0
00023085_006,0
00023089_004,0
00023097_001,5
00023111_009,0
00023128_004,6
00023128_026,7
00023138_005,3
00023140_006,3
00023146_000,0
00023152_000,0
00023154_000,0
00023156_019,2
00023157_000,0
00023160_006,0
00023162_023,0
00023173_003,0
00023176_018,4
00023179_004,0
00023179_005,0
00023180_000,3
00023190_011,3
00023191_000,3
00023203_002,5
00023209_000,0
00023211_008,0
00023211_026,3
00023216_000,5
00023219_000,5
00023260_003,3
00023260_004,0
00023269_003,0
00023271_009,2
00023273_000,0
00023276_000,0
00023279_000,5
00023296_000,5
00023297_003,3
00023309_007,0
00023309_008,3
00023309_012,3
00023309_015,3
00023309_016,3
00023309_018,3
00023311_003,4
00023313_000,0
00023315_000,3
00023316_004,5
00023320_000,5
00023323_001,5
00023325_019,6
00023325_027,3
00023359_000,5
00023414_000,0
00023435_002,0
00023451_000,0
00023487_007,0
00023487_008,5
00023490_000,2
00023498_006,5
00023522_000,0
00023526_000,0
00023587_000,0
00023594_000,2
00023632_000,5
00023639_000,0
00023651_000,0
00023655_000,2
00023665_000,2
00023684_003,4
00023689_000,3
00023722_002,2
00023738_000,0
00023753_000,0
00023770_000,0
00023791_001,0
00023792_000,3
00023816_000,3
00023818_000,0
00023828_000,5
00023853_000,0
00023875_000,2
00023883_000,0
00023907_000,0
00023916_000,0
00023918_000,0
00023943_000,3
00023949_000,0
00023956_000,0
00023972_000,0
00023982_000,5
00023997_000,0
00024012_000,0
00024025_000,2
00024040_000,5
00024080_000,0
00024103_000,5
00024107_000,0
00024121_000,3
00024122_000,0
00024129_001,0
00024139_000,5
00024145_000,0
00024178_000,5
00024194_000,5
00024216_000,5
00024265_000,0
00024271_000,5
00024300_000,7
00024301_000,7
00024310_000,0
00024318_000,5
00024326_000,5
00024328_000,0
00024360_000,5
00024383_000,0
00024416_001,0
00024458_000,5
00024461_000,0
00024471_000,0
00024523_000,0
00024525_000,0
00024537_000,0
00024545_000,6
00024566_000,0
00024581_000,0
00024592_000,0
00024611_000,5
00024615_000,0
00024625_000,3
00024649_000,0
00024671_000,0
00024674_000,5
00024680_000,5
00024725_000,7
00024726_000,5
00024728_000,6
00024740_000,3
00024749_000,0
00024752_000,7
00024807_000,0
00024821_000,0
00024823_000,2
00024839_000,0
00024843_000,0
00024851_000,5
00024885_000,0
00024891_000,0
00024904_000,0
00024905_000,0
00024962_000,7
00024964_000,0
00025013_000,2
00025033_000,0
00025045_000,4
00025047_000,2
00025070_000,3
00025081_007,3
00025087_000,0
00025094_000,0
00025102_000,0
00025103_000,0
00025109_003,2
00025115_000,0
00025117_002,0
00025119_006,3
00025124_001,5
00025133_001,0
00025142_000,0
00025153_000,0
00025163_000,3
00025169_001,0
00025169_005,5
00025181_006,0
00025181_009,3
00025181_014,3
00025189_005,3
00025200_002,5
00025230_001,3
00025233_000,5
00025234_000,3
00025238_004,0
00025238_008,3
00025238_019,3
00025252_008,3
00025252_011,3
00025252_015,2
00025252_022,3
00025252_048,3
00025252_074,3
00025253_001,0
00025260_000,2
00025290_015,2
00025290_036,3
00025295_002,5
00025303_002,2
00025303_021,4
00025303_037,4
00025307_000,5
00025315_000,5
00025322_001,0
00025328_000,5
00025337_000,0
00025355_000,0
00025358_000,0
00025360_002,6
00025360_008,3
00025368_010,0
00025368_032,0
00025369_000,0
00025380_000,0
00025381_006,3
00025386_000,3
00025387_002,3
00025388_000,0
00025391_004,3
00025394_002,3
00025419_000,5
00025423_000,5
00025426_003,0
00025442_001,0
00025444_007,2
00025444_013,3
00025445_000,3
00025448_001,2
00025454_014,0
00025456_004,3
00025461_001,3
00025464_000,5
00025465_001,0
00025467_000,0
00025473_006,2
00025480_000,0
00025485_000,5
00025499_000,0
00025505_001,5
00025505_004,3
00025514_008,0
00025523_000,6
00025527_002,3
00025529_001,0
00025529_013,3
00025537_001,0
00025542_004,3
00025543_007,6
00025543_011,2
00025545_001,4
00025554_000,3
00025556_013,6
00025561_009,3
00025580_011,5
00025603_007,5
00025610_000,5
00025621_007,2
00025621_012,5
00025623_007,4
00025624_002,3
00025628_020,3
00025634_000,4
00025640_002,5
00025642_000,5
00025652_002,0
00025656_008,3
00025662_001,3
00025683_004,3
00025695_006,0
00025707_007,6
00025707_009,2
00025717_000,2
00025718_001,3
00025729_000,0
00025746_005,3
00025746_013,3
00025752_001,3
00025761_001,2
00025787_003,3
00025787_012,2
00025787_031,3
00025798_000,2
00025811_004,3
00025812_004,0
00025813_000,0
00025825_000,0
00025825_002,3
00025831_000,5
00025832_009,0
00025839_004,3
00025839_019,3
00025841_002,3
00025844_010,4
00025846_001,3
00025849_037,3
00025849_043,3
00025849_047,3
00025849_052,3
00025861_000,0
00025862_001,4
00025877_012,5
00025884_002,3
00025888_001,5
00025892_000,0
00025913_000,5
00025923_001,0
00025924_017,4
00025929_000,0
00025953_000,2
00025954_008,5
00025954_018,5
00025958_001,6
00025961_000,0
00025964_004,3
00025968_000,5
00025974_000,0
00025977_007,3
00025993_000,5
00025994_005,0
00025997_002,3
00026004_007,3
00026013_002,4
00026020_000,0
00026022_000,0
00026024_004,3
00026031_003,3
00026033_000,5
00026040_000,0
00026050_009,0
00026053_000,5
00026068_000,3
00026072_007,0
00026073_003,4
00026078_009,5
00026096_000,3
00026099_009,3
00026099_043,3
00026105_000,5
00026109_004,3
00026110_001,0
00026120_001,3
00026127_004,3
00026130_000,0
00026132_000,7
00026132_010,3
00026132_019,3
00026132_026,0
00026132_029,5
00026136_003,0
00026137_002,0
00026139_002,0
00026157_002,0
00026167_009,3
00026179_003,3
00026179_005,5
00026194_005,3
00026199_004,3
00026201_004,0
00026204_015,3
00026204_016,0
00026219_000,0
00026221_010,2
00026222_009,5
00026232_032,6
00026232_036,6
00026235_000,0
00026236_001,0
00026236_021,2
00026258_000,2
00026261_005,3
00026275_009,3
00026282_000,5
00026305_001,6
00026318_000,5
00026320_003,0
00026321_001,3
00026333_000,2
00026336_001,0
00026341_003,0
00026342_000,2
00026345_000,5
00026346_018,3
00026349_006,2
00026357_000,4
00026372_003,3
00026374_009,3
00026399_010,5
00026400_000,5
00026411_000,4
00026412_019,3
00026426_003,4
00026432_004,0
00026451_019,3
00026451_027,3
00026466_002,0
00026469_007,3
00026473_000,5
00026480_004,2
00026513_002,3
00026524_002,3
00026541_000,0
00026546_015,0
00026555_000,2
00026560_010,3
00026562_011,6
00026573_005,5
00026586_001,3
00026586_008,0
00026597_010,4
00026599_000,4
00026602_000,0
00026625_005,5
00026638_005,3
00026652_001,3
00026670_001,2
00026683_004,5
00026684_002,4
00026702_000,5
00026713_007,3
00026713_009,6
00026733_000,2
00026738_007,3
00026740_000,0
00026773_000,5
00026774_000,4
00026777_000,5
00026785_002,3
00026785_010,0
00026793_004,0
00026798_002,5
00026810_011,3
00026810_013,0
00026810_016,0
00026810_023,3
00026810_024,5
00026815_004,4
00026815_005,4
00026818_024,6
00026820_002,0
00026825_006,3
00026825_017,4
00026828_001,3
00026836_001,3
00026843_001,3
00026848_022,3
00026848_033,5
00026860_004,3
00026865_000,0
00026876_001,0
00026876_003,4
00026886_010,0
00026904_004,3
00026908_010,3
00026911_008,7
00026925_003,3
00026925_005,3
00026928_001,0
00026946_001,4
00026954_005,3
00026963_019,3
00026963_026,3
00026968_001,2
00026970_002,5
00026971_023,3
00026975_002,7
00026977_000,5
00026994_002,0
00026997_001,0
00027001_001,3
00027006_000,3
00027017_000,5
00027017_002,3
00027028_002,4
00027028_008,3
00027036_001,4
00027038_003,3
00027045_001,4
00027045_002,2
00027057_000,0
00027066_004,3
00027066_012,6
00027073_000,0
00027075_001,5
00027079_012,5
00027081_000,0
00027089_001,0
00027093_001,4
00027100_000,2
00027108_005,2
00027108_014,3
00027110_000,0
00027128_001,3
00027130_000,0
00027165_000,0
00027168_000,3
00027168_001,0
00027199_006,2
00027211_000,0
00027211_003,3
00027213_017,2
00027213_025,3
00027213_029,3
00027213_046,3
00027213_067,3
00027213_076,3
00027213_086,3
00027229_000,0
00027235_000,2
00027236_000,2
00027242_001,5
00027250_000,3
00027278_006,0
00027278_008,2
00027285_002,3
00027290_000,5
00027295_000,0
00027298_001,0
00027300_000,0
00027311_001,3
00027314_000,3
00027316_000,4
00027320_011,5
00027320_014,0
00027320_015,0
00027337_000,2
00027338_000,5
00027355_005,3
00027355_009,3
00027368_005,3
00027370_001,0
00027389_010,3
00027394_000,3
00027397_000,2
00027399_000,1
00027415_025,3
00027415_045,3
00027415_061,3
00027415_077,3
00027415_079,3
00027420_002,0
00027427_001,0
00027427_011,3
00027446_002,4
00027455_005,3
00027464_033,2
00027479_007,2
00027492_000,3
00027498_000,2
00027536_001,3
00027542_011,0
00027553_001,5
00027565_000,5
00027566_002,0
00027584_002,3
00027584_008,0
00027589_001,5
00027597_000,0
00027615_000,4
00027617_001,5
00027621_000,2
00027630_001,6
00027642_002,3
00027648_004,3
00027648_010,0
00027652_003,3
00027652_007,0
00027656_001,4
00027657_003,3
00027659_000,5
00027676_007,0
00027680_000,0
00027683_000,5
00027706_014,3
00027708_000,0
00027725_018,3
00027725_059,5
00027725_073,3
00027726_003,3
00027726_004,3
00027726_013,3
00027726_025,6
00027726_050,3
00027726_057,3
00027726_060,3
00027735_001,4
00027743_000,2
00027748_000,0
00027757_000,3
00027757_002,3
00027763_001,3
00027765_000,1
00027782_002,0
00027784_004,4
00027784_008,4
00027833_015,3
00027833_018,2
00027861_001,4
00027872_000,0
00027874_000,0
00027889_000,0
00027905_002,3
00027908_002,3
00027908_003,3
00027912_008,4
00027929_001,3
00027930_002,3
00027961_000,4
00027971_000,0
00027977_000,2
00027978_000,0
00027997_002,3
00028000_000,0
00028000_001,0
00028013_003,4
00028023_000,5
00028039_000,0
00028039_001,0
00028043_000,0
00028044_005,4
00028052_000,0
00028063_002,4
00028069_003,0
00028081_003,4
00028081_012,3
00028082_000,4
00028095_000,4
00028105_001,3
00028109_000,0
00028117_000,5
00028127_000,3
